ids;pos;gridmap;robots_states;known_cells;seen_cells;sequences_of_1;assigned_proba_of_1;timestamp_of_1;sequences_of_2;assigned_proba_of_2;timestamp_of_2;sequences_of_3;assigned_proba_of_3;timestamp_of_3;sequences_of_4;assigned_proba_of_4;timestamp_of_4;sequences_of_5;assigned_proba_of_5;timestamp_of_5
1;(16, 22);"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -2 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 -1 -1 0 -1 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 0 0 0 -1 0 0 -1 0 0 0 0 -1 0 0 -1 -1 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 -1 -1 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 -1 -1 -1 -1 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 -1 -1 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 -1 -2 -1 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -1 0 0 -1 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 0 0 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 0 0 0 0 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 0 0 0 0 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 0 -2 -2 0 -1 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 0 0 0 -2 -1 0 0 0 0 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -1 -1 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 0 0 0 0 0 0 0 0 -1 0 0 -2 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -2 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -1 0 0 0 0 0 0 0 -1 -1 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -2 -2 0 0 0 0 0 0 -1 -2 -2 -2 -2 -1 0 0 0 0 0 0 0 -1 -1 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -2 -2 -2 0 0 0 0 0 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 -1 -1 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2]";RobotState[RobotState(1, (16, 22)), RobotState(2, (28, 20)), RobotState(3, (19, 9)), RobotState(4, (13, 11)), RobotState(5, (14, 22))];971;92;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0))), MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0)), ActionDec((1.0, 0.0))), MutableLinkedList{ActionDec}(ActionDec((-0.71, -0.71)), ActionDec((1.0, 0.0)))];[0.3335775141847995, 0.38785491826574753, 0.2785675675494529];0;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((0.71, 0.71))), MutableLinkedList{ActionDec}(ActionDec((0.71, 0.71))), MutableLinkedList{ActionDec}(ActionDec((1.0, 0.0)))];[0.36338888226562854, 0.3616191932834536, 0.2749919244509178];93;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((0.71, -0.71)), ActionDec((0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0))), MutableLinkedList{ActionDec}(ActionDec((1.0, 0.0)))];[0.4447267425163925, 0.28341503180235605, 0.2718582256812514];64;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0)), ActionDec((-0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((1.0, 0.0)), ActionDec((-0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((-0.71, -0.71)))];[0.42291264563703906, 0.26756792288495357, 0.3095194314780074];95;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0)), ActionDec((-0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0)), ActionDec((0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0)), ActionDec((1.0, 0.0)))];[0.5368712548565028, 0.3067211503727034, 0.1564075947707939];99
2;(28, 20);"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -2 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 -1 -1 0 -1 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 0 0 0 -1 0 0 -1 0 0 0 0 -1 0 0 -1 -1 0 0 -1 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 -1 -1 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 -1 -1 -1 -1 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 -1 -1 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 -1 -2 -1 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -1 0 0 -1 -1 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 -1 -1 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -1 0 0 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 0 0 0 0 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 0 0 0 0 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 0 -2 -2 0 -1 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -2 0 0 0 -2 -1 0 0 0 0 -1 -1 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -2 -2 -2 -2 -2 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 -1 -1 -1 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 -1 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 0 0 0 0 0 0 0 0 -1 0 0 -2 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -2 0 0 0 0 0 0 0 -1 -2 -2 -2 -2 -1 0 0 0 0 0 0 0 -1 -1 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -2 -2 0 0 0 0 0 0 -1 -2 -2 -2 -2 -1 0 0 0 0 0 0 0 -1 -1 0 0 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2; -2 -2 -2 -2 0 0 0 0 0 -2 -2 -2 -2 -2 -2 0 0 0 0 0 0 0 -1 -1 0 0 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2]";RobotState[RobotState(1, (20, 19)), RobotState(2, (28, 26)), RobotState(3, (33, 11)), RobotState(4, (6, 18)), RobotState(5, (22, 24))];991;441;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((-0.71, 0.71))), MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0))), MutableLinkedList{ActionDec}(ActionDec((0.71, 0.71)))];[0.4186522986801092, 0.3085436990219422, 0.27280400229794866];92;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((0.71, 0.71))), MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((-0.71, 0.71))), MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((-0.71, -0.71)))];[0.38596454736751207, 0.3240241531578092, 0.29001129947467885];0;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((-0.71, 0.71)), ActionDec((0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((-1.0, 0.0))), MutableLinkedList{ActionDec}(ActionDec((-0.0, -1.0)))];[0.34888097533785034, 0.4062346609991263, 0.24488436366302324];92;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((0.71, 0.71))), MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((1.0, 0.0))), MutableLinkedList{ActionDec}(ActionDec((0.0, 1.0)), ActionDec((0.0, 1.0)))];[0.40137187164315374, 0.3019045702412918, 0.2967235581155545];16;MutableLinkedList{ActionDec}[MutableLinkedList{ActionDec}(ActionDec((0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((-0.71, -0.71)), ActionDec((-0.71, -0.71))), MutableLinkedList{ActionDec}(ActionDec((-0.71, -0.71)), ActionDec((0.71, -0.71)))];[0.2751412985759519, 0.41003295887456476, 0.3148257425494834];61
